PLCXD2,PTHR13593:SF32,PTHR13593
ZNF839,PTHR16116:SF5,PTHR16116
RRP12,PTHR21576:SF2,PTHR21576
ADARB1,PTHR10910:SF58,PTHR10910
LCN15,PTHR11430:SF64,PTHR11430
MED7,PTHR15498:SF72,PTHR15498
RBM46,PTHR21245:SF3,PTHR21245
AKAP17A,PTHR12484:SF2,PTHR12484
IPPK,PTHR14456:SF2,PTHR14456
BDNF,PTHR11589:SF3,PTHR11589
KRTAP5-9,PTHR23262:SF131,PTHR23262
POLR2G,PTHR12709:SF4,PTHR12709
KIF20B,PTHR24115:SF534,PTHR24115
PSG7,PTHR44427:SF19,PTHR44427
GPR89B,PTHR15948:SF0,PTHR15948
GNGT1,PTHR13809:SF26,PTHR13809
CYP39A1,PTHR24304:SF2,PTHR24304
PTPN23,PTHR23030:SF30,PTHR23030
MIOX,PTHR12588:SF0,PTHR12588
PARVA,PTHR12114:SF6,PTHR12114
GPR155,PTHR22829:SF5,PTHR22829
PSMC1,PTHR23073:SF77,PTHR23073
CCDC144A,PTHR22245:SF3,PTHR22245
TPMT,PTHR10259:SF11,PTHR10259
TIGIT,PTHR47734:SF1,PTHR47734
RNF133,PTHR22765:SF38,PTHR22765
TTC37,PTHR15704:SF7,PTHR15704
B4GALT6,PTHR19300:SF47,PTHR19300
CEACAM20,PTHR44427:SF7,PTHR44427
MFSD11,PTHR23294:SF0,PTHR23294
B4GALT1,PTHR19300:SF5,PTHR19300
DENND10,PTHR28544:SF1,PTHR28544
IGHV3-53,PTHR23266:SF384,PTHR23266
BCL11B,PTHR45993:SF4,PTHR45993
FXR2,PTHR10603:SF3,PTHR10603
LEPR,PTHR23036:SF109,PTHR23036
CYP2W1,PTHR24300:SF291,PTHR24300
FAM32A,PTHR13282:SF10,PTHR13282
RBP7,PTHR11955:SF97,PTHR11955
GASK1A,PTHR15905:SF5,PTHR15905
ZNF784,PTHR24393:SF56,PTHR24393
RD3L,PTHR28489:SF3,PTHR28489
COPG1,PTHR10261:SF3,PTHR10261
PPP1R15A,PTHR16489:SF14,PTHR16489
ZNF253,PTHR24384:SF181,PTHR24384
FCGBP,PTHR11339:SF244,PTHR11339
PNMA6F,PTHR23095:SF49,PTHR23095
CYP4Z1,PTHR24291:SF63,PTHR24291
OR4M2,PTHR48002:SF103,PTHR48002
ACVRL1,PTHR23255:SF66,PTHR23255
PLAG1,PTHR24388:SF69,PTHR24388
DEPDC1B,PTHR16206:SF11,PTHR16206
CCR4,PTHR10489:SF608,PTHR10489
FGF2,PTHR11486:SF83,PTHR11486
LYPLAL1,PTHR10655:SF17,PTHR10655
SYT1,PTHR10024:SF239,PTHR10024
ZMYM6,PTHR45736:SF9,PTHR45736
FLI1,PTHR11849:SF161,PTHR11849
RPL12,PTHR11661:SF21,PTHR11661
EFHC2,PTHR12086:SF11,PTHR12086
SPAG4,PTHR12911:SF16,PTHR12911
INKA2,PTHR28615:SF2,PTHR28615
TMEM263,PTHR31443:SF0,PTHR31443
C2orf66,PTHR47620:SF1,PTHR47620
BOD1L1,PTHR31532:SF10,PTHR31532
ZC3H10,PTHR12675:SF6,PTHR12675
IGKV2D-40,PTHR23267:SF381,PTHR23267
OR9Q2,PTHR48018:SF144,PTHR48018
MTHFD2L,PTHR48099:SF7,PTHR48099
CIITA,PTHR47189:SF1,PTHR47189
FOS,PTHR23351:SF4,PTHR23351
SLC43A3,PTHR20765:SF1,PTHR20765
C1QTNF8,PTHR22923:SF61,PTHR22923
NR2F2,PTHR24083:SF45,PTHR24083
IGLV5-45,PTHR23267:SF325,PTHR23267
PSPC1,PTHR23189:SF14,PTHR23189
HSF5,PTHR10015:SF278,PTHR10015
WEE1,PTHR11042:SF72,PTHR11042
ZNF592,PTHR47222:SF1,PTHR47222
LGALS14,PTHR11346:SF15,PTHR11346
P4HA1,PTHR10869:SF101,PTHR10869
MEIOSIN,PTHR47658:SF1,PTHR47658
ADAMTS13,PTHR13723:SF20,PTHR13723
OR6S1,PTHR26454:SF7,PTHR26454
STMN1,PTHR10104:SF5,PTHR10104
CSNK2A1,PTHR24054:SF16,PTHR24054
DHRS4L2,PTHR43943:SF8,PTHR43943
CBS,PTHR10314:SF237,PTHR10314
ZNF696,PTHR24379:SF77,PTHR24379
VAV1,PTHR45818:SF2,PTHR45818
CDCP1,PTHR14477:SF1,PTHR14477
CCDC160,PTHR48251:SF1,PTHR48251
LMNTD2,PTHR19956:SF5,PTHR19956
POTEI,PTHR11937:SF547,PTHR11937
IFI44,PTHR14241:SF3,PTHR14241
PNN,PTHR12707:SF0,PTHR12707
ORC1,PTHR10763:SF23,PTHR10763
ZNF705D,PTHR24381:SF303,PTHR24381
LGALS12,PTHR11346:SF111,PTHR11346
PRSS50,PTHR24253:SF35,PTHR24253
CACNA1C,PTHR45628:SF10,PTHR45628
TEFM,PTHR21053:SF2,PTHR21053
NEK2,PTHR43671:SF13,PTHR43671
RCOR1,PTHR16089:SF11,PTHR16089
FGFRL1,PTHR19890:SF10,PTHR19890
USP38,PTHR24006:SF710,PTHR24006
VENTX,PTHR24327:SF29,PTHR24327
NSMCE3,PTHR11736:SF36,PTHR11736
AP1M2,PTHR10529:SF234,PTHR10529
ZFP36L1,PTHR12547:SF53,PTHR12547
PTGES3L,PTHR22932:SF4,PTHR22932
CCDC171,PTHR47899:SF1,PTHR47899
PCSK6,PTHR42884:SF8,PTHR42884
MYO3A,PTHR46256:SF4,PTHR46256
PPM1A,PTHR47992:SF121,PTHR47992
VXN,PTHR31520:SF1,PTHR31520
DBH,PTHR10157:SF29,PTHR10157
GPR160,PTHR15573:SF0,PTHR15573
TMEM121B,PTHR47399:SF1,PTHR47399
FLNA,PTHR38537:SF5,PTHR38537
KRTAP1-4,PTHR23262:SF236,PTHR23262
TRAV8-1,PTHR19367:SF31,PTHR19367
TJP3,PTHR13865:SF11,PTHR13865
ZNF2,PTHR24377:SF885,PTHR24377
C10orf120,PTHR47509:SF1,PTHR47509
AGXT2,PTHR45688:SF3,PTHR45688
PDCD1,PTHR15264:SF2,PTHR15264
RUFY4,PTHR47732:SF1,PTHR47732
BMF,PTHR32014:SF2,PTHR32014
SPTAN1,PTHR11915:SF427,PTHR11915
DEDD,PTHR15205:SF2,PTHR15205
WDR4,PTHR16288:SF0,PTHR16288
GEMIN7,PTHR14679:SF1,PTHR14679
COQ4,PTHR12922:SF7,PTHR12922
PLBD2,PTHR12370:SF3,PTHR12370
SCN2A,PTHR45628:SF26,PTHR45628
IGHE,PTHR23411:SF30,PTHR23411
SEH1L,PTHR11024:SF3,PTHR11024
PRKG1,PTHR24353:SF68,PTHR24353
CHD8,PTHR45623:SF3,PTHR45623
SERTM1,PTHR35660:SF1,PTHR35660
BCLAF3,PTHR15268:SF17,PTHR15268
TMPRSS11B,PTHR24253:SF56,PTHR24253
CDK6,PTHR24056:SF130,PTHR24056
MPL,PTHR23037:SF31,PTHR23037
PUF60,PTHR47330:SF1,PTHR47330
SEC22A,PTHR46258:SF3,PTHR46258
PIGX,PTHR28650:SF1,PTHR28650
HOXB5,PTHR45659:SF2,PTHR45659
EFCAB2,PTHR46763:SF1,PTHR46763
MAP2K6,PTHR48013:SF12,PTHR48013
CCDC39,PTHR18962:SF0,PTHR18962
HLA-C,PTHR16675:SF252,PTHR16675
GLRA2,PTHR18945:SF28,PTHR18945
TM4SF5,PTHR14198:SF4,PTHR14198
AR,PTHR48092:SF13,PTHR48092
ABHD11,PTHR46118:SF4,PTHR46118
JHY,PTHR14726:SF1,PTHR14726
PDLIM1,PTHR24214:SF5,PTHR24214
FKBP8,PTHR46512:SF3,PTHR46512
ZC3HAV1L,PTHR47621:SF1,PTHR47621
ZNF24,PTHR23226:SF127,PTHR23226
PNLIPRP2,PTHR11610:SF165,PTHR11610
CFAP97,PTHR23035:SF1,PTHR23035
LUC7L3,PTHR12375:SF47,PTHR12375
GPER1,PTHR24226:SF2,PTHR24226
USF1,PTHR46117:SF1,PTHR46117
ACD,PTHR14487:SF3,PTHR14487
SP5,PTHR23235:SF29,PTHR23235
LCN8,PTHR11430:SF1,PTHR11430
SERINC5,PTHR10383:SF16,PTHR10383
KMT2D,PTHR45888:SF2,PTHR45888
NODAL,PTHR11848:SF159,PTHR11848
RSAD1,PTHR13932:SF10,PTHR13932
RCAN3,PTHR10300:SF6,PTHR10300
SLC35G5,PTHR22911:SF32,PTHR22911
CLEC4E,PTHR22802:SF402,PTHR22802
CPO,PTHR11705:SF19,PTHR11705
TBCC,PTHR15139:SF0,PTHR15139
FAM221B,PTHR31214:SF3,PTHR31214
SCGB2A2,PTHR14037:SF7,PTHR14037
C6orf163,PTHR34645:SF1,PTHR34645
AIFM3,PTHR43557:SF8,PTHR43557
HTR3A,PTHR18945:SF52,PTHR18945
NT5C,PTHR16504:SF5,PTHR16504
ANXA2P2,PTHR10502:SF18,PTHR10502
ATP13A3,PTHR45630:SF12,PTHR45630
FTCDNL1,PTHR12234:SF1,PTHR12234
HOXC11,PTHR46092:SF1,PTHR46092
MOSPD2,PTHR46384:SF1,PTHR46384
TOM1L1,PTHR13856:SF28,PTHR13856
STC2,PTHR11245:SF2,PTHR11245
IQCF1,PTHR21633:SF14,PTHR21633
ZNF217,PTHR45925:SF4,PTHR45925
DHRSX,PTHR24320:SF264,PTHR24320
GPD2,PTHR11985:SF29,PTHR11985
LY86,PTHR20838:SF0,PTHR20838
B3GAT1,PTHR10896:SF21,PTHR10896
DEUP1,PTHR18875:SF5,PTHR18875
ZNF608,PTHR21564:SF4,PTHR21564
ZNF727,PTHR24384:SF206,PTHR24384
FAHD1,PTHR11820:SF106,PTHR11820
C18orf25,PTHR16200:SF5,PTHR16200
STXBP1,PTHR11679:SF35,PTHR11679
ABHD14B,PTHR46197:SF2,PTHR46197
LOXL3,PTHR45817:SF2,PTHR45817
OR6C74,PTHR26454:SF72,PTHR26454
CEP85,PTHR31075:SF3,PTHR31075
KIF22,PTHR24115:SF977,PTHR24115
RNF150,PTHR22765:SF42,PTHR22765
CCNYL3,PTHR14248:SF39,PTHR14248
ESRRB,PTHR48092:SF7,PTHR48092
NRG3,PTHR11100:SF18,PTHR11100
YES1,PTHR24418:SF90,PTHR24418
CMTM3,PTHR22776:SF3,PTHR22776
MTFR1,PTHR14215:SF1,PTHR14215
CYB5RL,PTHR19370:SF184,PTHR19370
ZGPAT,PTHR46297:SF1,PTHR46297
WDR53,PTHR44666:SF1,PTHR44666
ZNF559,PTHR24381:SF77,PTHR24381
CCDC178,PTHR35088:SF1,PTHR35088
FAM171A1,PTHR31626:SF1,PTHR31626
TNNT1,PTHR11521:SF6,PTHR11521
PIP4K2A,PTHR23086:SF21,PTHR23086
RPL3,PTHR11363:SF4,PTHR11363
KDM5C,PTHR10694:SF43,PTHR10694
MSANTD5,PTHR31512:SF2,PTHR31512
WIPI2,PTHR11227:SF27,PTHR11227
COL10A1,PTHR24023:SF880,PTHR24023
GIT1,PTHR46097:SF1,PTHR46097
LRIG1,PTHR24373:SF273,PTHR24373
KANSL2,PTHR13453:SF1,PTHR13453
SLC26A10,PTHR11814:SF99,PTHR11814
HOPX,PTHR21408:SF1,PTHR21408
G6PC2,PTHR12591:SF1,PTHR12591
CALHM5,PTHR32261:SF8,PTHR32261
LARS1,PTHR45794:SF1,PTHR45794
HECTD4,PTHR46435:SF1,PTHR46435
TMEM87A,PTHR21229:SF19,PTHR21229
OR10D4P,PTHR26453:SF19,PTHR26453
ARMC7,PTHR46263:SF1,PTHR46263
SDF4,PTHR10827:SF51,PTHR10827
SH3BP1,PTHR14130:SF12,PTHR14130
NAAA,PTHR28583:SF4,PTHR28583
ASB1,PTHR24173:SF27,PTHR24173
UTS2,PTHR14447:SF0,PTHR14447
PKHD1,PTHR46769:SF1,PTHR46769
BFAR,PTHR15898:SF13,PTHR15898
DACT2,PTHR15919:SF13,PTHR15919
FAM90A10P,PTHR16035:SF14,PTHR16035
BTLA,PTHR37996:SF1,PTHR37996
CRMP1,PTHR11647:SF54,PTHR11647
FAM71F1,PTHR22574:SF13,PTHR22574
MED8,PTHR13074:SF9,PTHR13074
IGHV3-43,PTHR23266:SF236,PTHR23266
HDHD5,PTHR14269:SF17,PTHR14269
C19orf47,PTHR21359:SF1,PTHR21359
C1orf232,PTHR35663:SF3,PTHR35663
DCTN3,PTHR28360:SF1,PTHR28360
TRIM11,PTHR24103:SF648,PTHR24103
CLDN19,PTHR12002:SF27,PTHR12002
CACTIN,PTHR21737:SF6,PTHR21737
NTMT1,PTHR12753:SF1,PTHR12753
B4GALT5,PTHR19300:SF45,PTHR19300
MORN2,PTHR46917:SF1,PTHR46917
RTN4IP1,PTHR11695:SF294,PTHR11695
ESX1,PTHR24329:SF545,PTHR24329
MBOAT7,PTHR13906:SF16,PTHR13906
ENOSF1,PTHR13794:SF58,PTHR13794
C21orf58,PTHR28604:SF2,PTHR28604
XPR1,PTHR10783:SF103,PTHR10783
SLC40A1,PTHR11660:SF47,PTHR11660
TMEM9,PTHR13064:SF1,PTHR13064
PPP1R14D,PTHR16188:SF13,PTHR16188
SLC31A1,PTHR12483:SF22,PTHR12483
BCL11A,PTHR45993:SF5,PTHR45993
SETX,PTHR10887:SF495,PTHR10887
TGFB3,PTHR11848:SF34,PTHR11848
VPS37D,PTHR13678:SF12,PTHR13678
CRIM1,PTHR46439:SF1,PTHR46439
ACRBP,PTHR21362:SF1,PTHR21362
RPS13,PTHR11885:SF20,PTHR11885
GTF2A1,PTHR12694:SF7,PTHR12694
TBC1D10B,PTHR22957:SF207,PTHR22957
CIDEA,PTHR12306:SF8,PTHR12306
PRXL2A,PTHR28630:SF30,PTHR28630
TEX45,PTHR34828:SF1,PTHR34828
SERPINA1,PTHR11461:SF165,PTHR11461
FBXL16,PTHR13318:SF193,PTHR13318
ACAD11,PTHR48083:SF13,PTHR48083
CHST12,PTHR12137:SF4,PTHR12137
CUTA,PTHR23419:SF1,PTHR23419
POMGNT2,PTHR20961:SF38,PTHR20961
RHOXF1,PTHR24329:SF549,PTHR24329
TFDP3,PTHR12548:SF13,PTHR12548
CRYBG3,PTHR11818:SF38,PTHR11818
DDIT3,PTHR16833:SF0,PTHR16833
TLR3,PTHR24373:SF293,PTHR24373
GK5,PTHR10196:SF68,PTHR10196
LYL1,PTHR13864:SF6,PTHR13864
TMEM135,PTHR12459:SF6,PTHR12459
MSI1,PTHR48032:SF3,PTHR48032
LINGO3,PTHR24373:SF130,PTHR24373
KCNAB3,PTHR43150:SF3,PTHR43150
H1-10,PTHR11467:SF21,PTHR11467
ARMC9,PTHR14881:SF4,PTHR14881
ULK4,PTHR46562:SF1,PTHR46562
HTR1B,PTHR24247:SF16,PTHR24247
MDP1,PTHR17901:SF14,PTHR17901
SEMA6D,PTHR11036:SF65,PTHR11036
ATIC,PTHR11692:SF0,PTHR11692
LMBRD1,PTHR16130:SF2,PTHR16130
ABTB1,PTHR46231:SF1,PTHR46231
ZC3H12B,PTHR12876:SF27,PTHR12876
OR4N4C,PTHR48002:SF4,PTHR48002
ZMYND10,PTHR13244:SF7,PTHR13244
OR10H1,PTHR26453:SF712,PTHR26453
PTPMT1,PTHR46712:SF1,PTHR46712
ZDHHC6,PTHR22883:SF23,PTHR22883
SPRING1,PTHR13481:SF0,PTHR13481
ADCK1,PTHR43173:SF19,PTHR43173
FAM83D,PTHR16181:SF28,PTHR16181
SAMD8,PTHR21290:SF25,PTHR21290
B3GALT1,PTHR11214:SF20,PTHR11214
ZMAT2,PTHR45986:SF1,PTHR45986
TMEM125,PTHR31416:SF1,PTHR31416
SBSN,PTHR23243:SF3,PTHR23243
SFTPB,PTHR11480:SF33,PTHR11480
TRIM35,PTHR24103:SF665,PTHR24103
TAX1BP3,PTHR23136:SF7,PTHR23136
LMO4,PTHR45787:SF5,PTHR45787
C2orf69,PTHR31296:SF1,PTHR31296
ZNF174,PTHR23226:SF175,PTHR23226
NAA38,PTHR10701:SF5,PTHR10701
NIPSNAP3B,PTHR21017:SF18,PTHR21017
CYREN,PTHR14566:SF0,PTHR14566
UBAP2,PTHR16308:SF19,PTHR16308
RGR,PTHR24240:SF90,PTHR24240
TAF1L,PTHR13900:SF2,PTHR13900
EFCAB11,PTHR23050:SF354,PTHR23050
LSMEM2,PTHR37333:SF1,PTHR37333
GOLGA5,PTHR13815:SF7,PTHR13815
C1D,PTHR15341:SF3,PTHR15341
SULF2,PTHR43108:SF4,PTHR43108
ISOC2,PTHR14119:SF3,PTHR14119
RPL7,PTHR11524:SF12,PTHR11524
SMIM22,PTHR36982:SF3,PTHR36982
ADAM28,PTHR11905:SF32,PTHR11905
SCRG1,PTHR17463:SF0,PTHR17463
BMERB1,PTHR22704:SF1,PTHR22704
LRRK1,PTHR48055:SF38,PTHR48055
LRRCC1,PTHR15454:SF34,PTHR15454
GP5,PTHR45617:SF38,PTHR45617
NDE1,PTHR10921:SF2,PTHR10921
MEGF11,PTHR24035:SF127,PTHR24035
RNPEP,PTHR45726:SF1,PTHR45726
ZNF154,PTHR24377:SF934,PTHR24377
ISYNA1,PTHR11510:SF5,PTHR11510
PANK4,PTHR12280:SF20,PTHR12280
LAMC3,PTHR24035:SF127,PTHR24035
KIF26A,PTHR21608:SF6,PTHR21608
PLB1,PTHR21325:SF31,PTHR21325
ATAD3C,PTHR23075:SF4,PTHR23075
LILRA5,PTHR11738:SF179,PTHR11738
KAT14,PTHR20916:SF26,PTHR20916
KRTAP4-3,PTHR23262:SF244,PTHR23262
KRTAP5-7,PTHR23262:SF226,PTHR23262
FOXO3,PTHR45767:SF4,PTHR45767
LOC101059948,PTHR37404:SF1,PTHR37404
LINC01549,PTHR12138:SF143,PTHR12138
ZNF707,PTHR24390:SF129,PTHR24390
SLC38A1,PTHR22950:SF184,PTHR22950
DNASE1,PTHR11371:SF27,PTHR11371
PDK4,PTHR11947:SF22,PTHR11947
RPS27A,PTHR10666:SF442,PTHR10666
ZNF618,PTHR24383:SF12,PTHR24383
TACC1,PTHR13924:SF12,PTHR13924
TPD52,PTHR19307:SF12,PTHR19307
MED14,PTHR12809:SF2,PTHR12809
DDX21,PTHR47958:SF109,PTHR47958
BCL2,PTHR11256:SF11,PTHR11256
SYTL2,PTHR45716:SF5,PTHR45716
GP6,PTHR11738:SF185,PTHR11738
ZNF708,PTHR24384:SF201,PTHR24384
ZNF541,PTHR16089:SF23,PTHR16089
GPX5,PTHR11592:SF127,PTHR11592
NCKAP5L,PTHR21740:SF3,PTHR21740
PRAMEF8,PTHR14224:SF30,PTHR14224
KRT24,PTHR23239:SF207,PTHR23239
POLR1C,PTHR11800:SF13,PTHR11800
NLGN2,PTHR43903:SF3,PTHR43903
ARFGAP3,PTHR45686:SF1,PTHR45686
KYNU,PTHR14084:SF0,PTHR14084
VCAM1,PTHR13771:SF14,PTHR13771
TWIST1,PTHR23349:SF64,PTHR23349
PGAM5,PTHR20935:SF0,PTHR20935
EXOC6B,PTHR12702:SF3,PTHR12702
UQCRB,PTHR12022:SF12,PTHR12022
PPP1R2P1,PTHR12398:SF35,PTHR12398
PAQR4,PTHR20855:SF138,PTHR20855
ALOX15B,PTHR11771:SF161,PTHR11771
TMEM139,PTHR36294:SF1,PTHR36294
VSTM2L,PTHR12207:SF31,PTHR12207
GOLGA7,PTHR13254:SF1,PTHR13254
USH2A,PTHR46957:SF4,PTHR46957
CBLL2,PTHR13480:SF1,PTHR13480
CD55,PTHR19325:SF317,PTHR19325
SPRY3,PTHR12365:SF9,PTHR12365
RPL10,PTHR11726:SF36,PTHR11726
LDB2,PTHR10378:SF8,PTHR10378
PKDCC,PTHR46448:SF3,PTHR46448
CCR8,PTHR10489:SF627,PTHR10489
TDRD6,PTHR22948:SF15,PTHR22948
MT-ATP6,PTHR11410:SF0,PTHR11410
ENTPD6,PTHR11782:SF99,PTHR11782
RPL37AP8,PTHR48188:SF2,PTHR48188
RFX5,PTHR12619:SF18,PTHR12619
RANBP10,PTHR12864:SF19,PTHR12864
SNX4,PTHR46596:SF1,PTHR46596
SNX32,PTHR45850:SF3,PTHR45850
AEBP1,PTHR11532:SF48,PTHR11532
MZT2A,PTHR28578:SF3,PTHR28578
TNFAIP1,PTHR11145:SF17,PTHR11145
MPRIP,PTHR17271:SF9,PTHR17271
HMGN5,PTHR23145:SF6,PTHR23145
SLC22A2,PTHR24064:SF432,PTHR24064
CD81,PTHR19282:SF214,PTHR19282
CDC42EP1,PTHR15344:SF7,PTHR15344
HOXD12,PTHR46440:SF1,PTHR46440
FGFR4,PTHR24416:SF343,PTHR24416
EXD2,PTHR13620:SF104,PTHR13620
CCDC63,PTHR21694:SF18,PTHR21694
SCYL3,PTHR12984:SF15,PTHR12984
AP3D1,PTHR22781:SF12,PTHR22781
RAD21,PTHR12585:SF20,PTHR12585
ASPRV1,PTHR37006:SF1,PTHR37006
CYP4F11,PTHR24291:SF112,PTHR24291
GMNC,PTHR13372:SF2,PTHR13372
SEM1,PTHR16771:SF14,PTHR16771
SEPTIN1,PTHR18884:SF6,PTHR18884
LYSMD1,PTHR20932:SF2,PTHR20932
DPY19L3,PTHR31488:SF4,PTHR31488
LORICRIN,PTHR39228:SF1,PTHR39228
STEAP1,PTHR14239:SF3,PTHR14239
PALS2,PTHR23122:SF45,PTHR23122
ZNF138,PTHR24384:SF211,PTHR24384
NOTCH3,PTHR45836:SF17,PTHR45836
ADAM15,PTHR11905:SF130,PTHR11905
CSRNP3,PTHR13580:SF13,PTHR13580
NCSTN,PTHR21092:SF0,PTHR21092
MS4A5,PTHR23320:SF54,PTHR23320
SEBOX,PTHR47777:SF1,PTHR47777
C1QTNF12,PTHR24019:SF12,PTHR24019
PTK7,PTHR45080:SF21,PTHR45080
SNX22,PTHR15813:SF8,PTHR15813
OR5T1,PTHR48018:SF194,PTHR48018
KIAA1614,PTHR14102:SF12,PTHR14102
TNS1,PTHR45734:SF3,PTHR45734
S100A7,PTHR11639:SF128,PTHR11639
NFKB1,PTHR24169:SF9,PTHR24169
TIMP4,PTHR11844:SF26,PTHR11844
PROZ,PTHR24278:SF20,PTHR24278
RFESD,PTHR21496:SF0,PTHR21496
OR51B6,PTHR26450:SF22,PTHR26450
DIRAS2,PTHR24070:SF178,PTHR24070
SH3PXD2B,PTHR15706:SF2,PTHR15706
TTC9B,PTHR11242:SF13,PTHR11242
B4GALNT1,PTHR15046:SF1,PTHR15046
OR13C3,PTHR26453:SF34,PTHR26453
CERK,PTHR12358:SF25,PTHR12358
DYNC1H1,PTHR10676:SF314,PTHR10676
TF,PTHR11485:SF31,PTHR11485
TSPAN31,PTHR19282:SF3,PTHR19282
PDCD4,PTHR12626:SF3,PTHR12626
KLHDC7B,PTHR45972:SF5,PTHR45972
SIX4,PTHR10390:SF36,PTHR10390
TTR,PTHR10395:SF12,PTHR10395
MCUR1,PTHR14360:SF11,PTHR14360
GLDN,PTHR23192:SF5,PTHR23192
PPP2R2D,PTHR11871:SF6,PTHR11871
FBXO3,PTHR46550:SF6,PTHR46550
SMCHD1,PTHR22640:SF2,PTHR22640
MYSM1,PTHR12802:SF155,PTHR12802
HRH2,PTHR24247:SF263,PTHR24247
ABCF1,PTHR19211:SF126,PTHR19211
POLR2J3,PTHR13946:SF46,PTHR13946
TMEM158,PTHR38324:SF1,PTHR38324
FAM104B,PTHR34763:SF2,PTHR34763
CHRNA10,PTHR18945:SF889,PTHR18945
CENPP,PTHR28577:SF1,PTHR28577
LUZP1,PTHR23166:SF7,PTHR23166
HNRNPD,PTHR48033:SF3,PTHR48033
ATL3,PTHR10751:SF32,PTHR10751
OR2T12,PTHR26453:SF643,PTHR26453
NETO1,PTHR24251:SF27,PTHR24251
TMEM47,PTHR14399:SF3,PTHR14399
TEDDM1,PTHR46441:SF2,PTHR46441
RCAN1,PTHR10300:SF4,PTHR10300
RAPGEFL1,PTHR23113:SF230,PTHR23113
PJA1,PTHR15710:SF2,PTHR15710
RASSF10,PTHR15286:SF13,PTHR15286
ITGB3,PTHR10082:SF25,PTHR10082
F2RL3,PTHR24232:SF22,PTHR24232
CCT8L2,PTHR11353:SF100,PTHR11353
PCYOX1L,PTHR15944:SF2,PTHR15944
APOBEC2,PTHR13857:SF4,PTHR13857
SH3RF2,PTHR14167:SF60,PTHR14167
OR51A4,PTHR26450:SF168,PTHR26450
SLC25A31,PTHR45635:SF40,PTHR45635
UCP1,PTHR45618:SF19,PTHR45618
GLUL,PTHR20852:SF45,PTHR20852
SUPT6H,PTHR10145:SF6,PTHR10145
NRTN,PTHR12173:SF3,PTHR12173
ANAPC1,PTHR12827:SF3,PTHR12827
DICER1,PTHR14950:SF37,PTHR14950
OR4K3,PTHR48002:SF24,PTHR48002
AP3S1,PTHR11753:SF12,PTHR11753
APEX1,PTHR22748:SF6,PTHR22748
DDX1,PTHR24031:SF307,PTHR24031
LRRC71,PTHR46984:SF1,PTHR46984
ATP5MF,PTHR13080:SF18,PTHR13080
RIC8B,PTHR12425:SF2,PTHR12425
PMCHL2,PTHR12091:SF1,PTHR12091
MIEN1,PTHR15124:SF15,PTHR15124
FOXD4L1,PTHR11829:SF389,PTHR11829
LYZ,PTHR11407:SF28,PTHR11407
IGKV1-13,PTHR23267:SF480,PTHR23267
FLG,PTHR22571:SF51,PTHR22571
TSHZ3,PTHR12487:SF5,PTHR12487
ARMCX6,PTHR15712:SF6,PTHR15712
NT5C1B,PTHR31367:SF0,PTHR31367
NSMF,PTHR32061:SF4,PTHR32061
APOL3,PTHR14096:SF40,PTHR14096
FRYL,PTHR12295:SF9,PTHR12295
UBE3B,PTHR45700:SF3,PTHR45700
PLA2G4B,PTHR10728:SF32,PTHR10728
ZNF451,PTHR24408:SF61,PTHR24408
CUL9,PTHR22771:SF2,PTHR22771
MAFB,PTHR10129:SF10,PTHR10129
BCAR3,PTHR14247:SF10,PTHR14247
KCNE1B,PTHR15282:SF10,PTHR15282
VPS13C,PTHR16166:SF125,PTHR16166
XKR8,PTHR16024:SF8,PTHR16024
OR5D16,PTHR48018:SF3,PTHR48018
GABRA6,PTHR18945:SF335,PTHR18945
RCC2,PTHR46207:SF1,PTHR46207
ZNF12,PTHR24377:SF913,PTHR24377
TMOD2,PTHR10901:SF15,PTHR10901
MDGA1,PTHR23282:SF123,PTHR23282
SPTSSA,PTHR47084:SF1,PTHR47084
ARMC8,PTHR15651:SF7,PTHR15651
TMEM91,PTHR14768:SF2,PTHR14768
CSPG4,PTHR15036:SF17,PTHR15036
RNLS,PTHR23357:SF1,PTHR23357
GPR17,PTHR24232:SF44,PTHR24232
DLK2,PTHR24044:SF423,PTHR24044
HOXB4,PTHR45771:SF3,PTHR45771
CACNB3,PTHR11824:SF8,PTHR11824
UGP2,PTHR43511:SF4,PTHR43511
MARCHF3,PTHR46065:SF2,PTHR46065
SPAG5,PTHR15347:SF1,PTHR15347
PIKFYVE,PTHR46715:SF1,PTHR46715
ACCS,PTHR43795:SF17,PTHR43795
SNCG,PTHR13820:SF10,PTHR13820
CPE,PTHR11532:SF92,PTHR11532
DNPH1,PTHR15364:SF0,PTHR15364
SAMD12,PTHR20843:SF2,PTHR20843
IFT46,PTHR13376:SF0,PTHR13376
TAF11L9,PTHR13218:SF18,PTHR13218
ABCD3,PTHR11384:SF62,PTHR11384
SLC26A7,PTHR11814:SF75,PTHR11814
ACER1,PTHR46139:SF2,PTHR46139
ELP5,PTHR15641:SF1,PTHR15641
TMEM151B,PTHR31893:SF4,PTHR31893
CCDC105,PTHR35081:SF1,PTHR35081
LIM2,PTHR10671:SF9,PTHR10671
MS4A15,PTHR23320:SF51,PTHR23320
PEAK3,PTHR22972:SF6,PTHR22972
COPE,PTHR10805:SF0,PTHR10805
PYHIN1,PTHR12200:SF25,PTHR12200
PANK2,PTHR12280:SF25,PTHR12280
CDC73,PTHR12466:SF8,PTHR12466
