"","pair","N","Y","gene1","gene2","Ours","HCT116.gi","GM12878.gi","Dede","A549.gi","HT29.gi","OVCAR8.gi","Phoebe","PC9.gi","HeLa.gi","Nicola","A375.gi","Mewo.gi","RPE1.gi","report","sum","cells","half","robust"
"1766","PHKA2.PHKA1",2,0,"PHKA2","PHKA1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1767","PHKG2.PHKG1",2,0,"PHKG2","PHKG1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1768","PHOX2B.PHOX2A",2,0,"PHOX2B","PHOX2A",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1769","PHYHIPL.PHYHIP",2,0,"PHYHIPL","PHYHIP",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1770","PIAS2.PIAS1",2,0,"PIAS2","PIAS1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1771","PIAS3.PIAS1",2,0,"PIAS3","PIAS1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reported",2,"2-3 cell lines","",""
"1772","PIK3C2B.PIK3C2A",2,0,"PIK3C2B","PIK3C2A","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1773","PIK3CD.PIK3CB",2,0,"PIK3CD","PIK3CB",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1774","PILRB.PILRA",2,0,"PILRB","PILRA",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1775","PKM.PKLR",2,0,"PKM","PKLR",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1776","PKNOX2.PKNOX1",2,0,"PKNOX2","PKNOX1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1777","PKP3.PKP1",2,0,"PKP3","PKP1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1778","PKP4.CTNND2",2,0,"PKP4","CTNND2","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1779","PLA2G16.HRASLS2",2,0,"PLA2G16","HRASLS2",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1780","PLA2G2E.PLA2G2A",2,0,"PLA2G2E","PLA2G2A",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1781","PLA2G7.PAFAH2",2,0,"PLA2G7","PAFAH2","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1782","PLBD2.PLBD1",2,0,"PLBD2","PLBD1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1783","PLCB3.PLCB1",2,0,"PLCB3","PLCB1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1784","PLCG2.PLCG1",2,0,"PLCG2","PLCG1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1785","PLEKHB2.PLEKHB1",2,0,"PLEKHB2","PLEKHB1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1786","PLEKHG4B.ARHGEF40",2,0,"PLEKHG4B","ARHGEF40","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1787","PLOD2.PLOD1",2,0,"PLOD2","PLOD1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1788","PLOD3.PLOD1",2,0,"PLOD3","PLOD1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1789","PLPP5.PLPP4",2,0,"PLPP5","PLPP4",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1790","PLPPR5.PLPPR1",2,0,"PLPPR5","PLPPR1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1791","PLS3.LCP1",2,0,"PLS3","LCP1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1792","PLS3.PLS1",2,0,"PLS3","PLS1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1793","PMEPA1.LDLRAD4",2,0,"PMEPA1","LDLRAD4",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1794","PMS1.MLH3",2,0,"PMS1","MLH3","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1795","PNPLA7.PNPLA6",2,0,"PNPLA7","PNPLA6",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1796","POLL.POLB",2,0,"POLL","POLB","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1797","PON2.PON1",2,0,"PON2","PON1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1798","PPAPDC1B.PPAPDC1A",2,0,"PPAPDC1B","PPAPDC1A","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1799","PPFIA3.PPFIA1",2,0,"PPFIA3","PPFIA1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1800","PPP1R12B.PPP1R12A",2,0,"PPP1R12B","PPP1R12A","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1801","PPP1R14C.PPP1R14B",2,0,"PPP1R14C","PPP1R14B",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1802","PPP2CB.PPP2CA",2,0,"PPP2CB","PPP2CA",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1803","PPP2R2C.PPP2R2B",2,0,"PPP2R2C","PPP2R2B","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1804","PPP3CC.PPP3CA",2,0,"PPP3CC","PPP3CA","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1805","PPP3R2.PPP3R1",2,0,"PPP3R2","PPP3R1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1806","PREX2.PREX1",2,0,"PREX2","PREX1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1807","PRICKLE2.PRICKLE1",2,0,"PRICKLE2","PRICKLE1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1808","PRICKLE3.PRICKLE2",2,0,"PRICKLE3","PRICKLE2","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1809","PRKAA2.PRKAA1",2,0,"PRKAA2","PRKAA1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1810","PRKAR2B.PRKAR2A",2,0,"PRKAR2B","PRKAR2A",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1811","PRKCH.PRKCE",2,0,"PRKCH","PRKCE",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1812","PRKCZ.PRKCI",2,0,"PRKCZ","PRKCI",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1813","PRMT8.PRMT1",2,0,"PRMT8","PRMT1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1814","PROKR2.PROKR1",2,0,"PROKR2","PROKR1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1815","PROS1.GAS6",2,0,"PROS1","GAS6","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1816","PRR16.C15orf59",2,0,"PRR16","C15orf59","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1817","PRRX2.PRRX1",2,0,"PRRX2","PRRX1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1818","PRSS41.PRSS21",2,0,"PRSS41","PRSS21",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1819","PRTFDC1.HPRT1",2,0,"PRTFDC1","HPRT1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1820","PRTN3.ELANE",2,0,"PRTN3","ELANE",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1821","PSD4.PSD2",2,0,"PSD4","PSD2","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1822","PSKH2.PSKH1",2,0,"PSKH2","PSKH1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1823","PSMA8.PSMA7",2,0,"PSMA8","PSMA7",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1824","PSMB7.PSMB10",2,0,"PSMB7","PSMB10",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1825","PSMB8.PSMB5",2,0,"PSMB8","PSMB5",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1826","PTBP3.PTBP1",2,0,"PTBP3","PTBP1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1827","PTH2R.PTH1R",2,0,"PTH2R","PTH1R","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1828","PTK2B.PTK2",2,0,"PTK2B","PTK2","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reported",2,"2-3 cell lines","",""
"1829","PTPN2.PTPN1",2,0,"PTPN2","PTPN1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1830","PTPN21.PTPN14",2,0,"PTPN21","PTPN14",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1831","PTPN6.PTPN11",2,0,"PTPN6","PTPN11",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1832","PTPRE.PTPRA",2,0,"PTPRE","PTPRA",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1833","PWWP2B.PWWP2A",2,0,"PWWP2B","PWWP2A","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1834","PZP.A2M",2,0,"PZP","A2M",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1835","R3HDML.PI15",2,0,"R3HDML","PI15",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1836","RAB27B.RAB27A",2,0,"RAB27B","RAB27A",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1837","RAB2B.RAB2A",2,0,"RAB2B","RAB2A","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1838","RAB31.RAB22A",2,0,"RAB31","RAB22A",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1839","RAB33B.RAB33A",2,0,"RAB33B","RAB33A",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1840","RAB37.RAB26",2,0,"RAB37","RAB26",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1841","RAB39B.RAB39A",2,0,"RAB39B","RAB39A",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1842","RABGAP1L.RABGAP1",2,0,"RABGAP1L","RABGAP1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1843","RAF1.ARAF",2,0,"RAF1","ARAF",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1844","RASA3.RASA2",2,0,"RASA3","RASA2",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1845","RASD2.RASD1",2,0,"RASD2","RASD1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1846","RASGEF1B.RASGEF1A",2,0,"RASGEF1B","RASGEF1A","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1847","RASGRF2.RASGRF1",2,0,"RASGRF2","RASGRF1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1848","RASL10B.RASL10A",2,0,"RASL10B","RASL10A",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1849","RASSF4.RASSF2",2,0,"RASSF4","RASSF2",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1850","RASSF5.RASSF1",2,0,"RASSF5","RASSF1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1851","RBFOX2.RBFOX1",2,0,"RBFOX2","RBFOX1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1852","RBM3.CIRBP",2,0,"RBM3","CIRBP","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1853","RCAN3.RCAN2",2,0,"RCAN3","RCAN2",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1854","RCOR3.RCOR2",2,0,"RCOR3","RCOR2","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1855","RDH12.RDH11",2,0,"RDH12","RDH11",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1856","REEP6.REEP5",2,0,"REEP6","REEP5",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1857","REG1B.REG1A",2,0,"REG1B","REG1A",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1858","RELA.REL",2,0,"RELA","REL","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1859","RELB.REL",2,0,"RELB","REL","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1860","RFNG.LFNG",2,0,"RFNG","LFNG","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1861","RGS19.RGS17",2,0,"RGS19","RGS17",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1862","RGS7.RGS6",2,0,"RGS7","RGS6",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1863","RHBDL3.RHBDL1",2,0,"RHBDL3","RHBDL1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1864","RHD.RHCE",2,0,"RHD","RHCE",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1865","RHEBL1.RHEB",2,0,"RHEBL1","RHEB",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"Reported",2,"2-3 cell lines","",""
"1866","RLN2.RLN1",2,0,"RLN2","RLN1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1867","RMND5B.RMND5A",2,0,"RMND5B","RMND5A",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"Reported",2,"2-3 cell lines","",""
"1868","RNASE3.RNASE2",2,0,"RNASE3","RNASE2",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1869","RNF113B.RNF113A",2,0,"RNF113B","RNF113A",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1870","RNF175.RNF121",2,0,"RNF175","RNF121",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1871","RNF40.RNF20",2,0,"RNF40","RNF20",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1872","RNFT2.RNFT1",2,0,"RNFT2","RNFT1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1873","ROPN1B.ROPN1",2,0,"ROPN1B","ROPN1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1874","ROR2.ROR1",2,0,"ROR2","ROR1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1875","RPEL1.RPE",2,0,"RPEL1","RPE",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1876","RPL26L1.RPL26",2,0,"RPL26L1","RPL26",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1877","RPL39L.RPL39",2,0,"RPL39L","RPL39",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1878","RPS6KA5.RPS6KA4",2,0,"RPS6KA5","RPS6KA4",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1879","RRAS.KRAS",2,0,"RRAS","KRAS","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1880","RTP2.RTP1",2,0,"RTP2","RTP1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1881","RUNDC3B.RUNDC3A",2,0,"RUNDC3B","RUNDC3A",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1882","RUNX2.RUNX1",2,0,"RUNX2","RUNX1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1883","S100Z.S100A1",2,0,"S100Z","S100A1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1884","SALL3.SALL1",2,0,"SALL3","SALL1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1885","SAMD9L.SAMD9",2,0,"SAMD9L","SAMD9",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1886","SATB2.SATB1",2,0,"SATB2","SATB1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1887","SCAMP5.SCAMP4",2,0,"SCAMP5","SCAMP4",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1888","SCD5.SCD",2,0,"SCD5","SCD",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"Reported",2,"2-3 cell lines","",""
"1889","SCGB1C2.SCGB1C1",2,0,"SCGB1C2","SCGB1C1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1890","SCGB2A2.SCGB2A1",2,0,"SCGB2A2","SCGB2A1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1891","SCIN.GSN",2,0,"SCIN","GSN",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1892","SCRIB.LRRC1",2,0,"SCRIB","LRRC1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1893","SDCBP2.SDCBP",2,0,"SDCBP2","SDCBP",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1894","SDF2L1.SDF2",2,0,"SDF2L1","SDF2",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1895","SDK2.SDK1",2,0,"SDK2","SDK1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1896","SDPR.PTRF",2,0,"SDPR","PTRF","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1897","SDSL.SDS",2,0,"SDSL","SDS",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1898","SEC14L5.SEC14L1",2,0,"SEC14L5","SEC14L1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1899","SEL1L2.SEL1L",2,0,"SEL1L2","SEL1L","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reported",2,"2-3 cell lines","",""
"1900","SEMA3F.SEMA3C",2,0,"SEMA3F","SEMA3C",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1901","SEMA5B.SEMA5A",2,0,"SEMA5B","SEMA5A",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1902","SEMG2.SEMG1",2,0,"SEMG2","SEMG1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1903","SEPT3.SEPT12",2,0,"SEPT3","SEPT12",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1904","SERP2.SERP1",2,0,"SERP2","SERP1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1905","SESN3.SESN1",2,0,"SESN3","SESN1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1906","SETSIP.SET",2,0,"SETSIP","SET",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1907","SFRP5.SFRP1",2,0,"SFRP5","SFRP1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1908","SFT2D2.SFT2D1",2,0,"SFT2D2","SFT2D1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1909","SFTPA2.SFTPA1",2,0,"SFTPA2","SFTPA1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1910","SGMS2.SGMS1",2,0,"SGMS2","SGMS1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1911","SGPP2.SGPP1",2,0,"SGPP2","SGPP1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1912","SGSM2.SGSM1",2,0,"SGSM2","SGSM1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1913","SH3GL2.SH3GL1",2,0,"SH3GL2","SH3GL1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1914","SH3GLB2.SH3GLB1",2,0,"SH3GLB2","SH3GLB1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1915","SHC3.SHC1",2,0,"SHC3","SHC1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
