A1CF	ENSGALG00000003765
SYTL3	ENSGALG00000013741
SYTL4	ENSGALG00000006786
SYTL5	ENSGALG00000016258
SZRD1	ENSGALG00000003734
SZT2	ENSGALG00000028561
TAAR1	ENSGALG00000013994
TAAR2	ENSGALG00000012040
TAAR5	ENSGALG00000013995
TAB1	ENSGALG00000012150
TAB2	ENSGALG00000012356
TAB3	ENSGALG00000016284
TAC1	ENSGALG00000009737
TACC3	ENSGALG00000015709
TACR1	ENSGALG00000036638
TACR2	ENSGALG00000004248
TACR3	ENSGALG00000010596
TACSTD2	ENSGALG00000010867
TADA2A	ENSGALG00000005452
TADA2B	ENSGALG00000015547
TADA3	ENSGALG00000006688
TAF11	ENSGALG00000002735
TAF12	ENSGALG00000000991
TAF13	ENSGALG00000015185
TAF15	ENSGALG00000002060
TAF1A	ENSGALG00000009441
TAF1C	ENSGALG00000025868
TAF1D	ENSGALG00000017220
TAF2	ENSGALG00000043193
TAF3	ENSGALG00000006731
TAF4B	ENSGALG00000015122
TAF4	ENSGALG00000005121
TAF5	ENSGALG00000008241
TAF5L	ENSGALG00000011098
TAF7	ENSGALG00000004999
TAF8	ENSGALG00000003498
TAFA1	ENSGALG00000049667
TAFA2	ENSGALG00000019361
TAFA4	ENSGALG00000042228
TAFA5	ENSGALG00000023584
TAGAP	ENSGALG00000013747
TAGLN3	ENSGALG00000015379
TAGLN	ENSGALG00000011902
TAL1	ENSGALG00000023296
TAL2	ENSGALG00000054131
TALDO1	ENSGALG00000037195
TAMM41	ENSGALG00000004940
TANC1	ENSGALG00000012570
TANC2	ENSGALG00000000478
TANGO2	ENSGALG00000002056
TANK	ENSGALG00000011131
TAOK1	ENSGALG00000004082
TAOK3	ENSGALG00000007396
TAPBP	ENSGALG00000008022
TAPBPL	ENSGALG00000014428
TAPT1	ENSGALG00000014486
TARBP1	ENSGALG00000011000
TARDBP	ENSGALG00000002906
TARS1	ENSGALG00000003288
TARS3	ENSGALG00000003985
TAS1R1	ENSGALG00000046030
TAS1R3	ENSGALG00000001638
TAS2R40	ENSGALG00000030506
TASL	ENSGALG00000016286
TASP1	ENSGALG00000009057
TATDN1	ENSGALG00000041072
TATDN3	ENSGALG00000009811
TAT	ENSGALG00000000893
TAX1BP1	ENSGALG00000042822
TAX1BP3	ENSGALG00000004618
TAZ	ENSGALG00000033185
TBC1D10A	ENSGALG00000007954
TBC1D12	ENSGALG00000034044
TBC1D13	ENSGALG00000004645
TBC1D14	ENSGALG00000015546
TBC1D15	ENSGALG00000010190
TBC1D16	ENSGALG00000007054
TBC1D19	ENSGALG00000029673
TBC1D1	ENSGALG00000039380
TBC1D20	ENSGALG00000006201
TBC1D22A	ENSGALG00000043058
TBC1D22B	ENSGALG00000039130
TBC1D23	ENSGALG00000015273
TBC1D24	ENSGALG00000009217
TBC1D25	ENSGALG00000037601
TBC1D2B	ENSGALG00000003322
TBC1D2	ENSGALG00000001944
TBC1D30	ENSGALG00000009859
TBC1D32	ENSGALG00000014876
TBC1D4	ENSGALG00000016925
TBC1D5	ENSGALG00000011251
TBC1D7	ENSGALG00000012731
TBC1D8B	ENSGALG00000009040
TBC1D8	ENSGALG00000016776
TBC1D9B	ENSGALG00000005856
TBC1D9	ENSGALG00000009855
TBCA	ENSGALG00000004353
TBCCD1	ENSGALG00000006566
TBCC	ENSGALG00000048103
TBCD	ENSGALG00000001503
TBCE	ENSGALG00000013950
TBCEL	ENSGALG00000018819
TBCK	ENSGALG00000010564
TBK1	ENSGALG00000009840
TBL1XR1	ENSGALG00000039182
TBL2	ENSGALG00000031263
TBL3	ENSGALG00000005558
TBP	ENSGALG00000011171
TBPL1	ENSGALG00000013981
TBPL2	ENSGALG00000012145
TBRG4	ENSGALG00000038102
TBX15	ENSGALG00000014776
TBX18	ENSGALG00000032789
TBX19	ENSGALG00000015244
TBX20	ENSGALG00000032097
TBX22	ENSGALG00000004093
TBX4	ENSGALG00000005285
TBX5	ENSGALG00000008253
TBXAS1	ENSGALG00000012791
TBXT	ENSGALG00000011489
TC2N	ENSGALG00000010738
TCAIM	ENSGALG00000011498
TCEA1	ENSGALG00000015274
TCEA2	ENSGALG00000005976
TCEANC2	ENSGALG00000010749
TCEANC	ENSGALG00000016581
TCERG1	ENSGALG00000007528
TCERG1L	ENSGALG00000010470
TCF12	ENSGALG00000004304
TCF15	ENSGALG00000026276
TCF20	ENSGALG00000011878
TCF21	ENSGALG00000029024
TCF25	ENSGALG00000000129
TCF3	ENSGALG00000001093
TCF7	ENSGALG00000006480
TCF7L1	ENSGALG00000032656
TCF7L2	ENSGALG00000008883
TCFL5	ENSGALG00000045499
TCIM	ENSGALG00000024083
TCN2	ENSGALG00000048285
TCOF1	ENSGALG00000005535
TCP11L1	ENSGALG00000011688
TCP11L2	ENSGALG00000012658
TCP1	ENSGALG00000011637
TCTE1	ENSGALG00000010165
TCTN1	ENSGALG00000041861
TCTN2	ENSGALG00000023683
TCTN3	ENSGALG00000010517
TDG	ENSGALG00000031457
TDO2	ENSGALG00000035207
TDP1	ENSGALG00000010669
TDP2	ENSGALG00000013637
TDRD12	ENSGALG00000004704
TDRD15	ENSGALG00000016492
TDRD3	ENSGALG00000016936
TDRD5	ENSGALG00000033634
TDRD7	ENSGALG00000012350
TDRD9	ENSGALG00000011565
TDRKH	ENSGALG00000031812
TDRP	ENSGALG00000016356
TEAD1	ENSGALG00000005415
TEAD3	ENSGALG00000043513
TEAD4	ENSGALG00000014342
TEC	ENSGALG00000014124
TECPR1	ENSGALG00000003507
TECPR2	ENSGALG00000011373
TECRL	ENSGALG00000038771
TECTB	ENSGALG00000008802
TEDC1	ENSGALG00000027492
TEF	ENSGALG00000011958
TEK	ENSGALG00000001840
TEKT1	ENSGALG00000006064
TEKT2	ENSGALG00000002319
TEKT3	ENSGALG00000001348
TEKT4	ENSGALG00000005247
TEKT5	ENSGALG00000007257
TELO2	ENSGALG00000009297
TEN1	ENSGALG00000002116
TENM1	ENSGALG00000008442
TENM2	ENSGALG00000001768
TENM3	ENSGALG00000030065
TENT2	ENSGALG00000014810
TENT4A	ENSGALG00000013061
TENT4B	ENSGALG00000031851
TENT5A	ENSGALG00000035903
TENT5C	ENSGALG00000014453
TENT5D	ENSGALG00000007157
TERB1	ENSGALG00000005214
TERF1	ENSGALG00000037453
TERF2	ENSGALG00000000657
TERF2IP	ENSGALG00000000903
TERT	ENSGALG00000013183
TESC	ENSGALG00000008206
TES	ENSGALG00000031934
TESK1	ENSGALG00000027658
TESK2	ENSGALG00000010230
TESMIN	ENSGALG00000041774
TET2	ENSGALG00000010592
TEX10	ENSGALG00000013438
TEX11	ENSGALG00000005775
TEX12	ENSGALG00000048129
TEX14	ENSGALG00000005037
TEX264	ENSGALG00000003832
TEX2	ENSGALG00000003496
TEX30	ENSGALG00000016863
TEX33	ENSGALG00000012490
TEX47	ENSGALG00000005938
TFAM	ENSGALG00000002703
TFAP2A	ENSGALG00000012775
TFAP2B	ENSGALG00000016680
TFAP2C	ENSGALG00000007690
TFAP2D	ENSGALG00000019842
TFAP4	ENSGALG00000027823
TFB1M	ENSGALG00000013647
TFB2M	ENSGALG00000010651
TFCP2	ENSGALG00000035530
TFCP2L1	ENSGALG00000011635
TFDP1	ENSGALG00000016823
TFDP2	ENSGALG00000025759
TFEB	ENSGALG00000039878
TFEC	ENSGALG00000040557
TF	ENSGALG00000006453
TFF2	ENSGALG00000016165
TFG	ENSGALG00000015299
TFIP11	ENSGALG00000005623
TFPI2	ENSGALG00000009512
TFPI	ENSGALG00000002594
TFRC	ENSGALG00000007485
TGDS	ENSGALG00000016898
TGFA	ENSGALG00000024024
TGFB2	ENSGALG00000009612
TGFB3	ENSGALG00000010346
TGFBI	ENSGALG00000029429
TGFBR2	ENSGALG00000011442
TGFBR3	ENSGALG00000006038
TGFBRAP1	ENSGALG00000016795
TGIF1	ENSGALG00000014795
TGIF2	ENSGALG00000024081
TGM2	ENSGALG00000006775
TGM3	ENSGALG00000004804
TGM4	ENSGALG00000033171
TGM6	ENSGALG00000021232
TGS1	ENSGALG00000015340
THADA	ENSGALG00000009932
THAP12	ENSGALG00000000838
THAP1	ENSGALG00000015385
THAP4	ENSGALG00000006283
THAP5	ENSGALG00000009494
THBS1	ENSGALG00000009626
THBS2	ENSGALG00000011200
THBS4	ENSGALG00000014804
THEM4	ENSGALG00000026039
THEMIS2	ENSGALG00000000731
THEMIS	ENSGALG00000014821
TH	ENSGALG00000029648
THG1L	ENSGALG00000003722
THNSL1	ENSGALG00000007677
THNSL2	ENSGALG00000015939
THOC1	ENSGALG00000014915
THOC2	ENSGALG00000008507
THOC3	ENSGALG00000024172
THOC5	ENSGALG00000029223
THOC7	ENSGALG00000007299
THRA	ENSGALG00000040017
THRAP3	ENSGALG00000002144
THRB	ENSGALG00000011294
THSD4	ENSGALG00000004087
THSD7A	ENSGALG00000010718
THSD7B	ENSGALG00000012362
THUMPD2	ENSGALG00000009119
THY1	ENSGALG00000006751
THYN1	ENSGALG00000001529
TIA1	ENSGALG00000013879
TIAL1	ENSGALG00000009427
TIAM1	ENSGALG00000015842
TIAM2	ENSGALG00000036005
TICAM1	ENSGALG00000026850
TICRR	ENSGALG00000006631
TIE1	ENSGALG00000009957
TIFA	ENSGALG00000012076
TIGAR	ENSGALG00000026776
TIMD4	ENSGALG00000003876
TIMM10B	ENSGALG00000042572
TIMM10	ENSGALG00000004845
TIMM13	ENSGALG00000028937
TIMM17A	ENSGALG00000000086
TIMM21	ENSGALG00000013709
TIMM22	ENSGALG00000004383
TIMM23	ENSGALG00000002089
TIMM44	ENSGALG00000000352
TIMM50	ENSGALG00000044705
TIMM8A	ENSGALG00000004963
TIMM9	ENSGALG00000031966
TIMMDC1	ENSGALG00000024480
TIMP2	ENSGALG00000027070
TIMP3	ENSGALG00000028627
TIMP4	ENSGALG00000004969
TINAG	ENSGALG00000016300
TINAGL1	ENSGALG00000017715
TIPARP	ENSGALG00000010256
TIPIN	ENSGALG00000007649
TIPRL	ENSGALG00000015246
TIRAP	ENSGALG00000040224
TJAP1	ENSGALG00000010385
TJP1	ENSGALG00000042552
TJP2	ENSGALG00000015109
TJP3	ENSGALG00000000748
TK1	ENSGALG00000007191
TK2	ENSGALG00000034216
TKT	ENSGALG00000005309
TLCD1	ENSGALG00000003973
TLCD2	ENSGALG00000021592
TLCD3A	ENSGALG00000004820
TLCD4	ENSGALG00000005580
TLCD5	ENSGALG00000026316
TLDC2	ENSGALG00000029033
TLE1	ENSGALG00000012575
TLE3	ENSGALG00000008120
TLE4	ENSGALG00000015184
TLK1	ENSGALG00000009569
TLK2	ENSGALG00000000410
TLL1	ENSGALG00000009567
TLL2	ENSGALG00000005519
TLN1	ENSGALG00000002548
TLN2	ENSGALG00000003628
TLNRD1	ENSGALG00000006399
TLR3	ENSGALG00000013468
TLR4	ENSGALG00000007001
TLR5	ENSGALG00000009392
TLR6	ENSGALG00000027093
TLR7	ENSGALG00000016590
TLX1	ENSGALG00000007831
TLX3	ENSGALG00000002191
TM2D2	ENSGALG00000003356
TM2D3	ENSGALG00000026271
TM4SF19	ENSGALG00000006375
TM4SF4	ENSGALG00000010427
TM6SF1	ENSGALG00000006027
TM6SF2	ENSGALG00000029015
TM7SF3	ENSGALG00000014085
TM9SF2	ENSGALG00000016878
TM9SF3	ENSGALG00000005534
TM9SF4	ENSGALG00000006568
TMA16	ENSGALG00000009501
TMBIM1	ENSGALG00000011436
TMBIM4	ENSGALG00000009879
TMC1	ENSGALG00000015145
TMC2	ENSGALG00000042706
TMC3	ENSGALG00000006376
TMC5	ENSGALG00000006911
TMC6	ENSGALG00000038875
TMC7	ENSGALG00000006889
TMCC1	ENSGALG00000008487
TMCC2	ENSGALG00000034281
TMCC3	ENSGALG00000011320
TMCO1	ENSGALG00000033460
TMCO3	ENSGALG00000016824
TMCO4	ENSGALG00000004081
TMCO6	ENSGALG00000037776
TMED10	ENSGALG00000010318
TMED2	ENSGALG00000003307
TMED3	ENSGALG00000008272
TMED5	ENSGALG00000005904
TMED6	ENSGALG00000000654
TMED7	ENSGALG00000028484
TMED8	ENSGALG00000020410
TMEFF2	ENSGALG00000007759
TMEM100	ENSGALG00000026465
TMEM104	ENSGALG00000007747
TMEM106B	ENSGALG00000035140
TMEM106C	ENSGALG00000034069
TMEM108	ENSGALG00000036412
TMEM114	ENSGALG00000039005
TMEM115	ENSGALG00000050948
TMEM116	ENSGALG00000004760
TMEM117	ENSGALG00000009596
TMEM119	ENSGALG00000004893
TMEM11	ENSGALG00000004749
TMEM120A	ENSGALG00000001975
TMEM120B	ENSGALG00000004254
TMEM121	ENSGALG00000054831
TMEM123	ENSGALG00000017185
TMEM125	ENSGALG00000053697
TMEM126A	ENSGALG00000014066
TMEM127	ENSGALG00000033092
TMEM128	ENSGALG00000014992
TMEM129	ENSGALG00000015710
TMEM130	ENSGALG00000003569
TMEM131L	ENSGALG00000009230
TMEM132B	ENSGALG00000002742
TMEM132C	ENSGALG00000002714
TMEM132D	ENSGALG00000002671
TMEM132E	ENSGALG00000002312
TMEM138	ENSGALG00000029480
TMEM140	ENSGALG00000044155
TMEM144	ENSGALG00000026253
TMEM14A	ENSGALG00000019894
TMEM14C	ENSGALG00000034591
TMEM150A	ENSGALG00000005649
TMEM150C	ENSGALG00000011175
TMEM151B	ENSGALG00000010169
TMEM154	ENSGALG00000023355
TMEM156	ENSGALG00000024490
TMEM158	ENSGALG00000034326
TMEM159	ENSGALG00000027173
TMEM161A	ENSGALG00000025809
TMEM161B	ENSGALG00000010896
TMEM163	ENSGALG00000012190
TMEM164	ENSGALG00000008076
TMEM165	ENSGALG00000027886
TMEM167A	ENSGALG00000027332
TMEM167B	ENSGALG00000042589
TMEM168	ENSGALG00000009443
TMEM169	ENSGALG00000011493
TMEM170A	ENSGALG00000002861
TMEM171	ENSGALG00000015020
TMEM174	ENSGALG00000015021
TMEM175	ENSGALG00000015368
TMEM177	ENSGALG00000011593
TMEM178B	ENSGALG00000028444
TMEM179	ENSGALG00000011590
TMEM17	ENSGALG00000026491
TMEM181	ENSGALG00000013737
TMEM182	ENSGALG00000038936
TMEM183A	ENSGALG00000000223
TMEM184A	ENSGALG00000004199
TMEM184B	ENSGALG00000012272
TMEM184C	ENSGALG00000010019
TMEM185A	ENSGALG00000009139
TMEM186	ENSGALG00000052488
TMEM18	ENSGALG00000028744
TMEM192	ENSGALG00000009528
TMEM196	ENSGALG00000010865
TMEM198	ENSGALG00000018803
TMEM199	ENSGALG00000023757
TMEM19	ENSGALG00000041783
TMEM200A	ENSGALG00000002282
TMEM200B	ENSGALG00000024318
TMEM201	ENSGALG00000002527
TMEM203	ENSGALG00000008925
TMEM204	ENSGALG00000029047
TMEM207	ENSGALG00000026953
TMEM208	ENSGALG00000040878
TMEM209	ENSGALG00000008036
TMEM214	ENSGALG00000022850
TMEM215	ENSGALG00000015754
TMEM216	ENSGALG00000039648
TMEM220	ENSGALG00000033996
TMEM222	ENSGALG00000000955
TMEM223	ENSGALG00000041232
TMEM229B	ENSGALG00000009493
TMEM230	ENSGALG00000036876
TMEM231	ENSGALG00000003219
TMEM233	ENSGALG00000020975
TMEM237	ENSGALG00000008381
TMEM240	ENSGALG00000035387
TMEM241	ENSGALG00000035384
TMEM242	ENSGALG00000013689
TMEM243	ENSGALG00000006633
TMEM245	ENSGALG00000013138
TMEM248	ENSGALG00000033954
TMEM250	ENSGALG00000032627
TMEM251	ENSGALG00000051040
TMEM254	ENSGALG00000021231
TMEM255A	ENSGALG00000008604
TMEM258	ENSGALG00000038292
TMEM259	ENSGALG00000002029
TMEM260	ENSGALG00000012118
TMEM263	ENSGALG00000012640
TMEM266	ENSGALG00000002945
TMEM267	ENSGALG00000014863
TMEM268	ENSGALG00000007186
TMEM26	ENSGALG00000025862
TMEM30A	ENSGALG00000015904
TMEM33	ENSGALG00000014248
TMEM35B	ENSGALG00000002517
TMEM37	ENSGALG00000012111
TMEM38A	ENSGALG00000003778
TMEM38B	ENSGALG00000027472
TMEM39A	ENSGALG00000015073
TMEM39B	ENSGALG00000003287
TMEM41A	ENSGALG00000006649
TMEM41B	ENSGALG00000005815
TMEM43	ENSGALG00000006345
TMEM45A	ENSGALG00000015293
TMEM45B	ENSGALG00000001203
TMEM47	ENSGALG00000027198
TMEM50A	ENSGALG00000043733
TMEM50B	ENSGALG00000034396
TMEM52B	ENSGALG00000034698
TMEM52	ENSGALG00000001304
TMEM53	ENSGALG00000010110
TMEM59	ENSGALG00000010746
TMEM59L	ENSGALG00000021620
TMEM60	ENSGALG00000008330
TMEM61	ENSGALG00000010801
TMEM62	ENSGALG00000009260
TMEM63A	ENSGALG00000009275
TMEM63B	ENSGALG00000010282
TMEM63C	ENSGALG00000010406
TMEM65	ENSGALG00000037371
TMEM68	ENSGALG00000031835
TMEM69	ENSGALG00000010279
TMEM70	ENSGALG00000033568
TMEM79	ENSGALG00000039643
TMEM81	ENSGALG00000000656
TMEM86A	ENSGALG00000047827
TMEM87A	ENSGALG00000009018
TMEM8B	ENSGALG00000002386
TMEM94	ENSGALG00000008023
TMEM97	ENSGALG00000005702
TMEM98	ENSGALG00000031762
TMEM9B	ENSGALG00000005908
TMEM9	ENSGALG00000000226
TMF1	ENSGALG00000013408
TMIGD1	ENSGALG00000004262
TMLHE	ENSGALG00000007443
TMOD1	ENSGALG00000002125
TMOD2	ENSGALG00000004740
TMOD3	ENSGALG00000004710
TMOD4	ENSGALG00000030247
TMPO	ENSGALG00000011504
TMPRSS11F	ENSGALG00000011792
TMPRSS13	ENSGALG00000021273
TMPRSS15	ENSGALG00000015730
TMPRSS2	ENSGALG00000016144
TMPRSS3	ENSGALG00000016169
TMPRSS4	ENSGALG00000007406
TMPRSS6	ENSGALG00000012483
TMPRSS7	ENSGALG00000015389
TMPRSS9	ENSGALG00000000458
TMTC1	ENSGALG00000012956
TMTC2	ENSGALG00000010975
TMTC3	ENSGALG00000033106
TMTC4	ENSGALG00000016870
TMX2	ENSGALG00000007350
TMX3	ENSGALG00000013757
TMX4	ENSGALG00000028587
TNFAIP2	ENSGALG00000011446
TNFAIP3	ENSGALG00000013861
TNFAIP6	ENSGALG00000012481
TNFAIP8	ENSGALG00000027761
TNFAIP8L1	ENSGALG00000004266
TNFAIP8L3	ENSGALG00000047289
TNFRSF11B	ENSGALG00000043167
TNFRSF13B	ENSGALG00000024122
TNFRSF13C	ENSGALG00000019322
TNFRSF18	ENSGALG00000001882
TNFRSF19	ENSGALG00000017119
TNFRSF1A	ENSGALG00000039461
TNFRSF21	ENSGALG00000016719
TNFRSF25	ENSGALG00000026499
TNFRSF6B	ENSGALG00000006106
TNFSF10	ENSGALG00000009179
TNFSF11	ENSGALG00000026163
TNFSF13B	ENSGALG00000016852
TNFSF15	ENSGALG00000007174
TNIK	ENSGALG00000009298
TNIP1	ENSGALG00000004496
TNIP2	ENSGALG00000015666
TNIP3	ENSGALG00000011961
TNK2	ENSGALG00000027983
TNKS2	ENSGALG00000014614
TNKS	ENSGALG00000043164
TNMD	ENSGALG00000006821
TNNC1	ENSGALG00000001459
TNNC2	ENSGALG00000006835
TNN	ENSGALG00000004538
TNNI1	ENSGALG00000000313
TNNI2	ENSGALG00000006591
TNNT1	ENSGALG00000029203
TNNT2	ENSGALG00000000302
TNNT3	ENSGALG00000006572
TNPO1	ENSGALG00000015014
TNRC6A	ENSGALG00000006068
TNRC6B	ENSGALG00000012050
TNRC6C	ENSGALG00000001725
TNR	ENSGALG00000004526
TNS1	ENSGALG00000041013
TNS4	ENSGALG00000028308
TOB1	ENSGALG00000007364
TOB2	ENSGALG00000011957
TOE1	ENSGALG00000010228
TOGARAM1	ENSGALG00000034773
TOGARAM2	ENSGALG00000008998
TOLLIP	ENSGALG00000006697
TOM1	ENSGALG00000012552
TOM1L1	ENSGALG00000003011
TOM1L2	ENSGALG00000004902
TOMM20	ENSGALG00000035299
TOMM22	ENSGALG00000019316
TOMM34	ENSGALG00000004110
TOMM40L	ENSGALG00000038400
TOMM5	ENSGALG00000026300
TOMM6	ENSGALG00000043002
TOMM70	ENSGALG00000015285
TOMM7	ENSGALG00000029856
TOP1	ENSGALG00000003681
TOP1MT	ENSGALG00000029572
TOP2A	ENSGALG00000003922
TOP2B	ENSGALG00000011300
TOP3A	ENSGALG00000005028
TOP3B	ENSGALG00000030051
TOPORS	ENSGALG00000020523
TOR1A	ENSGALG00000004165
TOR1B	ENSGALG00000004180
TOR2A	ENSGALG00000026424
TOR3A	ENSGALG00000004216
TOR4A	ENSGALG00000008623
TOX2	ENSGALG00000003106
TOX3	ENSGALG00000034649
TP53I11	ENSGALG00000014069
TP53I3	ENSGALG00000016502
TP53INP2	ENSGALG00000001209
TP53RK	ENSGALG00000004469
TP63	ENSGALG00000007324
TP73	ENSGALG00000001006
TPBG	ENSGALG00000027355
TPCN1	ENSGALG00000008357
TPCN2	ENSGALG00000007550
TPD52	ENSGALG00000040167
TPD52L1	ENSGALG00000014843
TPD52L2	ENSGALG00000004683
TPGS1	ENSGALG00000026780
TPGS2	ENSGALG00000026547
TPH1	ENSGALG00000006236
TPH2	ENSGALG00000010198
TPI1	ENSGALG00000014526
TPK1	ENSGALG00000040298
TPM1	ENSGALG00000003521
TPM2	ENSGALG00000025842
TPM3	ENSGALG00000013537
TPM4	ENSGALG00000002563
TPMT	ENSGALG00000012687
TPO	ENSGALG00000016370
TPP2	ENSGALG00000016865
TPPP2	ENSGALG00000015213
TPPP3	ENSGALG00000002103
TPPP	ENSGALG00000042784
TPRA1	ENSGALG00000006047
TPR	ENSGALG00000005105
TPRG1L	ENSGALG00000001024
TPRKB	ENSGALG00000013018
TPST1	ENSGALG00000002598
TPST2	ENSGALG00000005626
TPT1	ENSGALG00000028872
TPX2	ENSGALG00000006267
TRA2A	ENSGALG00000010973
TRA2B	ENSGALG00000006531
TRABD2A	ENSGALG00000026395
TRABD2B	ENSGALG00000027655
TRABD	ENSGALG00000030705
TRADD	ENSGALG00000003195
TRAF1	ENSGALG00000001583
TRAF2	ENSGALG00000042838
TRAF3	ENSGALG00000011389
TRAF3IP1	ENSGALG00000004236
TRAF3IP2	ENSGALG00000015026
TRAF3IP3	ENSGALG00000001373
TRAF4	ENSGALG00000003987
TRAF5	ENSGALG00000009864
TRAF6	ENSGALG00000007932
TRAF7	ENSGALG00000005767
TRAFD1	ENSGALG00000043208
TRAIP	ENSGALG00000002908
TRAK1	ENSGALG00000038733
TRAK2	ENSGALG00000008370
TRAM1	ENSGALG00000041112
TRAM2	ENSGALG00000016673
TRAP1	ENSGALG00000039951
TRAPPC10	ENSGALG00000022804
TRAPPC11	ENSGALG00000010654
TRAPPC12	ENSGALG00000016387
TRAPPC13	ENSGALG00000014767
TRAPPC2L	ENSGALG00000006250
TRAPPC3	ENSGALG00000002284
TRAPPC3L	ENSGALG00000028539
TRAPPC4	ENSGALG00000007707
TRAPPC5	ENSGALG00000039088
TRAPPC6B	ENSGALG00000010157
TRAPPC8	ENSGALG00000015157
TRAPPC9	ENSGALG00000042766
TRAT1	ENSGALG00000015362
TRDMT1	ENSGALG00000008686
TRERF1	ENSGALG00000009896
TRHDE	ENSGALG00000010200
TRH	ENSGALG00000008490
TRHR	ENSGALG00000033701
TRIAP1	ENSGALG00000007199
TRIB1	ENSGALG00000036456
TRIB2	ENSGALG00000016457
TRIL	ENSGALG00000011145
TRIM13	ENSGALG00000017011
TRIM14	ENSGALG00000015315
TRIM23	ENSGALG00000014765
TRIM24	ENSGALG00000012823
TRIM25	ENSGALG00000003144
TRIM28	ENSGALG00000038598
TRIM29	ENSGALG00000042360
TRIM2	ENSGALG00000009207
TRIM33	ENSGALG00000001976
TRIM35	ENSGALG00000016595
TRIM36	ENSGALG00000008188
TRIM37	ENSGALG00000005084
TRIM3	ENSGALG00000034004
TRIM41	ENSGALG00000030569
TRIM42	ENSGALG00000005286
TRIM45	ENSGALG00000014818
TRIM47	ENSGALG00000028301
TRIM50	ENSGALG00000021696
TRIM54	ENSGALG00000033203
TRIM55	ENSGALG00000041327
TRIM59	ENSGALG00000023571
TRIM62	ENSGALG00000028437
TRIM63	ENSGALG00000034107
TRIM67	ENSGALG00000030960
TRIM71	ENSGALG00000019622
TRIM7	ENSGALG00000000107
TRIM8	ENSGALG00000036785
TRIM9	ENSGALG00000012367
TRIO	ENSGALG00000031495
TRIP11	ENSGALG00000010763
TRIP12	ENSGALG00000002929
TRIP13	ENSGALG00000033834
TRIP4	ENSGALG00000030672
TRIT1	ENSGALG00000003851
TRMT10A	ENSGALG00000012264
TRMT10B	ENSGALG00000029118
TRMT10C	ENSGALG00000015328
TRMT11	ENSGALG00000014831
TRMT12	ENSGALG00000006773
TRMT13	ENSGALG00000005290
TRMT1L	ENSGALG00000033077
TRMT2A	ENSGALG00000002094
TRMT2B	ENSGALG00000034383
TRMT44	ENSGALG00000015594
TRMT5	ENSGALG00000011904
TRMT61A	ENSGALG00000011522
TRMT61B	ENSGALG00000008979
TRMT6	ENSGALG00000009169
TRMT9B	ENSGALG00000042726
TRMU	ENSGALG00000031922
TRNAU1AP	ENSGALG00000001310
TRNT1	ENSGALG00000017368
TRPA1	ENSGALG00000034751
TRPC1	ENSGALG00000002639
TRPC3	ENSGALG00000011875
TRPC4AP	ENSGALG00000003147
TRPC4	ENSGALG00000017044
TRPC5	ENSGALG00000007972
TRPC6	ENSGALG00000029416
TRPC7	ENSGALG00000006297
TRPM1	ENSGALG00000003849
TRPM2	ENSGALG00000005631
TRPM3	ENSGALG00000015126
TRPM5	ENSGALG00000006521
TRPM6	ENSGALG00000015154
TRPM7	ENSGALG00000023451
TRPM8	ENSGALG00000004116
TRPS1	ENSGALG00000031700
TRPV1	ENSGALG00000004649
TRPV2	ENSGALG00000004519
TRPV3	ENSGALG00000004660
TRRAP	ENSGALG00000003596
TRUB1	ENSGALG00000009091
TRUB2	ENSGALG00000004920
TSC1	ENSGALG00000003500
TSC22D1	ENSGALG00000016971
TSC22D2	ENSGALG00000027591
TSC22D3	ENSGALG00000027069
TSC2	ENSGALG00000005646
TSEN15	ENSGALG00000004782
TSEN2	ENSGALG00000004981
TSG101	ENSGALG00000006312
TSGA10	ENSGALG00000016757
TSHB	ENSGALG00000002550
TSHR	ENSGALG00000010572
TSHZ1	ENSGALG00000013672
TSHZ2	ENSGALG00000007809
TSHZ3	ENSGALG00000004528
TSKU	ENSGALG00000000761
TSNARE1	ENSGALG00000037014
TSNAXIP1	ENSGALG00000001533
TSN	ENSGALG00000011652
TSPAN10	ENSGALG00000004525
TSPAN12	ENSGALG00000009029
TSPAN13	ENSGALG00000027240
TSPAN14	ENSGALG00000002414
TSPAN15	ENSGALG00000004257
TSPAN18	ENSGALG00000036901
TSPAN19	ENSGALG00000027103
TSPAN1	ENSGALG00000010343
TSPAN2	ENSGALG00000002554
TSPAN3	ENSGALG00000002774
TSPAN4	ENSGALG00000006837
TSPAN5	ENSGALG00000012227
TSPAN6	ENSGALG00000006808
TSPAN7	ENSGALG00000016251
TSPAN8	ENSGALG00000010152
TSPAN9	ENSGALG00000014346
TSPEAR	ENSGALG00000005655
TSPO2	ENSGALG00000003212
TSPO	ENSGALG00000014166
TSR3	ENSGALG00000006434
TSSC4	ENSGALG00000006530
TSSK3	ENSGALG00000053648
TSSK6	ENSGALG00000052218
TSTD2	ENSGALG00000002110
TST	ENSGALG00000012488
TTBK1	ENSGALG00000008627
TTBK2	ENSGALG00000009176
TTC12	ENSGALG00000007833
TTC13	ENSGALG00000032780
TTC14	ENSGALG00000008889
TTC17	ENSGALG00000039558
TTC19	ENSGALG00000004416
TTC1	ENSGALG00000001429
TTC21B	ENSGALG00000010956
TTC26	ENSGALG00000011847
TTC27	ENSGALG00000010538
TTC28	ENSGALG00000005676
TTC29	ENSGALG00000010009
